plot,subsample,trt,block,season,amapo_viable_seeds,amapo_total_seeds,amapo_p_viable,setfa_viable_seeds ,setfa_total_seeds,setfa_p_viable,setfa_recovered_seeds,setfa_buried_seeds,setfa_p_recovered,amapo_recovered_seeds,amapo_buried_seeds,amapo_p_recovered,amapo_viability,setfa_viability,amapo_mortality,setfa_mortality,cc_shoot_biomass_g,trit_biomass_g,can_biomass_g,clov_biomass_g,pea_biomass_g,sand,silt,clay,ph,p_ppm,k_ppm,mg_ppm,ca_ppm,cec,f22_gwc_9_29,s23_gwc_3_20,s23_gwc_4_14,s23_gwc_5_9,f23_gwc_6_6,f23_gwc_6_20,f23_gwc_7_6,f23_gwc_7_17,f22_n_mg_kg,s23_n_mg_kg_3_20,s23_n_mg_kg_4_14,s23_n_mg_kg_5_9,f23_n_mg_kg_6_6,f23_n_mg_kg_6_20,f23_n_mg_kg_7_6,f23_n_mg_kg_7_17
708,b,Pea,3,F23,3,63,0.048,11,28,0.393,52,200,0.26,163,200,0.815,0.039,0.102,0.961,0.898,NA,NA,NA,NA,NA,35.7396671,37.1423228,27.1180101,6.3,62,156,115,1067.4,9.5,NA,NA,NA,NA,0.162562,0.194226,0.221366,0.227593,NA,NA,NA,NA,28.53977,25.20752,15.72301,2.955401
709,a,Fallow,3,F23,6,60,0.100,9,18,0.500,52,200,0.26,162,200,0.81,0.081,0.130,0.919,0.870,NA,NA,NA,NA,NA,37.16504854,35.65048544,27.18446602,6.61,41,157,119,1050.5,8.8,NA,NA,NA,NA,0.149094,0.170799,0.197719,0.189882,NA,NA,NA,NA,12.05982,14.9761,7.505756,2.241962
709,b,Fallow,3,F23,3,58,0.052,33,43,0.767,69,200,0.345,161,200,0.805,0.042,0.265,0.958,0.735,NA,NA,NA,NA,NA,37.16504854,35.65048544,27.18446602,6.61,41,157,119,1050.5,8.8,NA,NA,NA,NA,0.149094,0.170799,0.197719,0.189882,NA,NA,NA,NA,12.05982,14.9761,7.505756,2.241962
710,a,Triticale,3,F23,7,63,0.111,45,75,0.600,119,200,0.595,165,200,0.825,0.092,0.357,0.908,0.643,NA,NA,NA,NA,NA,43.29594478,34.27092321,22.43313201,6.58,35,120,113,1007.6,8.3,NA,NA,NA,NA,0.15049,0.17917,0.207044,0.194232,NA,NA,NA,NA,8.962266,14.87934,6.642583,2.032068
710,b,Triticale,3,F23,21,48,0.438,64,95,0.674,133,200,0.665,148,200,0.74,0.324,0.448,0.676,0.552,NA,NA,NA,NA,NA,43.29594478,34.27092321,22.43313201,6.58,35,120,113,1007.6,8.3,NA,NA,NA,NA,0.15049,0.17917,0.207044,0.194232,NA,NA,NA,NA,8.962266,14.87934,6.642583,2.032068
712,a,4spp,3,F23,0,42,0.000,39,53,0.736,85,200,0.425,142,200,0.71,0.000,0.313,1.000,0.687,NA,NA,NA,NA,NA,38.5773727,36.93283138,24.48979592,6.49,70,124,112,978.4,8.3,NA,NA,NA,NA,0.159091,0.165836,0.208098,0.192893,NA,NA,NA,NA,20.27261,20.50961,7.238118,2.57078
712,b,4spp,3,F23,10,114,0.088,27,35,0.771,74,200,0.37,220,200,1.1,0.096,0.285,0.904,0.715,NA,NA,NA,NA,NA,38.5773727,36.93283138,24.48979592,6.49,70,124,112,978.4,8.3,NA,NA,NA,NA,0.159091,0.165836,0.208098,0.192893,NA,NA,NA,NA,20.27261,20.50961,7.238118,2.57078
1101,a,3sppN,4,F23,6,52,0.115,33,65,0.508,92,200,0.46,153,200,0.765,0.088,0.234,0.912,0.766,NA,NA,NA,NA,NA,46.38331059,30.49327354,23.12341587,6.6,33,157,115,986.1,9.1,NA,NA,NA,NA,0.132075,0.178374,0.171585,0.189369,NA,NA,NA,NA,18.92177,16.77565,14.24411,2.705711
1101,b,3sppN,4,F23,1,62,0.016,29,35,0.829,71,200,0.355,165,200,0.825,0.013,0.294,0.987,0.706,NA,NA,NA,NA,NA,46.38331059,30.49327354,23.12341587,6.6,33,157,115,986.1,9.1,NA,NA,NA,NA,0.132075,0.178374,0.171585,0.189369,NA,NA,NA,NA,18.92177,16.77565,14.24411,2.705711
1103,a,Canola,4,F23,NA,NA,NA,22,27,0.815,53,200,0.265,NA,200,NA,NA,0.216,NA,0.784,NA,NA,NA,NA,NA,45.50920707,30.32694476,24.16384818,6.59,32,156,127,958.6,8.5,NA,NA,NA,NA,0.125812,0.15642,0.177001,0.16679,NA,NA,NA,NA,14.05055,9.997964,9.806577,1.131257
1103,b,Canola,4,F23,NA,NA,NA,60,62,0.968,97,200,0.485,NA,200,NA,NA,0.469,NA,0.531,NA,NA,NA,NA,NA,45.50920707,30.32694476,24.16384818,6.59,32,156,127,958.6,8.5,NA,NA,NA,NA,0.125812,0.15642,0.177001,0.16679,NA,NA,NA,NA,14.05055,9.997964,9.806577,1.131257
1104,a,4spp,4,F23,9,39,0.231,49,52,0.942,87,200,0.435,140,200,0.7,0.162,0.410,0.838,0.590,NA,NA,NA,NA,NA,45.56611243,32.93745051,21.49643705,6.39,45,139,111,894.7,8,NA,NA,NA,NA,0.13136,0.164671,0.19697,0.213707,NA,NA,NA,NA,18.92506,14.49167,8.624423,2.747073
1104,b,4spp,4,F23,29,48,0.604,26,26,1.000,63,200,0.315,150,200,0.75,0.453,0.315,0.547,0.685,NA,NA,NA,NA,NA,45.56611243,32.93745051,21.49643705,6.39,45,139,111,894.7,8,NA,NA,NA,NA,0.13136,0.164671,0.19697,0.213707,NA,NA,NA,NA,18.92506,14.49167,8.624423,2.747073
1107,a,Clover,4,F23,4,34,0.118,NA,NA,NA,28,200,0.14,134,200,0.67,0.079,NA,0.921,NA,NA,NA,NA,NA,NA,43.13647247,32.20271349,24.66081405,6.45,50,155,119,923,9.4,NA,NA,NA,NA,0.120463,0.166783,0.199802,0.173601,NA,NA,NA,NA,35.9953,21.8723,9.696167,1.693708
1107,b,Clover,4,F23,1,47,0.021,NA,NA,NA,25,200,0.125,148,200,0.74,0.016,NA,0.984,NA,NA,NA,NA,NA,NA,43.13647247,32.20271349,24.66081405,6.45,50,155,119,923,9.4,NA,NA,NA,NA,0.120463,0.166783,0.199802,0.173601,NA,NA,NA,NA,35.9953,21.8723,9.696167,1.693708
1108,a,Pea,4,F23,4,53,0.075,68,71,0.958,105,200,0.525,154,200,0.77,0.058,0.503,0.942,0.497,NA,NA,NA,NA,NA,37.40063593,38.03656598,24.56279809,6.25,56,166,111,996,9.1,NA,NA,NA,NA,0.172273,0.193345,0.241061,0.208333,NA,NA,NA,NA,17.02625,23.37246,6.702111,2.718616
1108,b,Pea,4,F23,2,36,0.056,33,40,0.825,81,200,0.405,136,200,0.68,0.038,0.334,0.962,0.666,NA,NA,NA,NA,NA,37.40063593,38.03656598,24.56279809,6.25,56,166,111,996,9.1,NA,NA,NA,NA,0.172273,0.193345,0.241061,0.208333,NA,NA,NA,NA,17.02625,23.37246,6.702111,2.718616
1109,a,Triticale,4,F23,5,44,0.114,15,17,0.882,52,200,0.26,145,200,0.725,0.082,0.229,0.918,0.771,NA,NA,NA,NA,NA,35.24606495,38.13508667,26.61884838,6.44,53,147,133,1240,10.5,NA,NA,NA,NA,0.143352,0.200207,0.220172,0.225155,NA,NA,NA,NA,11.73747,10.22219,5.579877,2.82885
1109,b,Triticale,4,F23,5,50,0.100,3,4,0.750,47,200,0.235,150,200,0.75,0.075,0.176,0.925,0.824,NA,NA,NA,NA,NA,35.24606495,38.13508667,26.61884838,6.44,53,147,133,1240,10.5,NA,NA,NA,NA,0.143352,0.200207,0.220172,0.225155,NA,NA,NA,NA,11.73747,10.22219,5.579877,2.82885
1112,a,Fallow,4,F23,22,35,0.629,19,22,0.864,46,200,0.23,135,200,0.675,0.424,0.199,0.576,0.801,NA,NA,NA,NA,NA,30.63263041,43.72918979,25.6381798,6.48,58,144,128,1160.6,9.4,NA,NA,NA,NA,0.115741,0.185609,0.228509,0.191793,NA,NA,NA,NA,8.661767,14.70564,6.97946,2.132369
1112,b,Fallow,4,F23,12,27,0.444,23,23,1.000,59,200,0.295,127,200,0.635,0.282,0.295,0.718,0.705,NA,NA,NA,NA,NA,30.63263041,43.72918979,25.6381798,6.48,58,144,128,1160.6,9.4,NA,NA,NA,NA,0.115741,0.185609,0.228509,0.191793,NA,NA,NA,NA,8.661767,14.70564,6.97946,2.132369
